product_id,timestamp_ms,open,high,low,close,volume
BTC/USD,1724718540000,62974.2,62974.2,62960.3,62970.2,0.015164519999999997
BTC/USD,1724718600000,62964.4,62966.9,62964.4,62966.9,0.03418098
BTC/USD,1724718660000,62964.4,62964.4,62934.0,62934.0,0.033524
BTC/USD,1724718720000,62930.7,62934.9,62892.9,62893.0,0.052225980000000005
BTC/USD,1724718780000,62902.0,62921.0,62902.0,62920.9,0.022271660000000002
BTC/USD,1724718840000,62920.9,62921.0,62919.6,62921.0,0.01651195
BTC/USD,1724718900000,62921.0,62921.0,62920.9,62920.9,0.01397074
BTC/USD,1724718960000,62915.9,62918.0,62907.6,62918.0,0.23815251
BTC/USD,1724719020000,62917.9,62921.2,62917.9,62921.2,0.0313291
BTC/USD,1724719080000,62925.6,62985.2,62925.6,62985.2,0.27990475000000004
BTC/USD,1724719140000,62985.2,62999.9,62985.2,62999.9,0.2050577
BTC/USD,1724719200000,62999.9,63007.1,62999.9,63007.1,0.07194130000000001
BTC/USD,1724719260000,63007.1,63037.5,63007.1,63014.4,0.27297215
BTC/USD,1724719320000,63014.4,63020.8,63014.4,63020.8,0.16376454000000001
BTC/USD,1724719380000,63020.8,63041.3,63020.8,63040.6,0.0848098
BTC/USD,1724719440000,63040.7,63047.3,63035.6,63035.6,0.03698434000000001
BTC/USD,1724719500000,63023.0,63035.9,63023.0,63035.9,0.059951210000000005
BTC/USD,1724719560000,63035.9,63049.5,63035.9,63049.5,0.14542371
BTC/USD,1724719620000,63049.5,63049.5,62995.0,62995.0,0.93786371
BTC/USD,1724719680000,62997.2,62997.2,62997.1,62997.2,0.017771210000000003
BTC/USD,1724719740000,62997.1,62997.2,62942.2,62942.2,0.22079337000000004
BTC/USD,1724719800000,62944.4,62948.3,62943.5,62945.8,1.2931637200000003
BTC/USD,1724719860000,62940.7,62940.7,62888.1,62888.1,0.09002872
BTC/USD,1724719920000,62888.0,62888.0,62824.0,62826.0,1.2026089199999999
BTC/USD,1724719980000,62820.0,62821.3,62669.7,62689.2,12.314280269999998
BTC/USD,1724720040000,62678.3,62789.0,62669.7,62789.0,0.29399324000000004
BTC/USD,1724720100000,62765.9,62819.8,62765.9,62811.5,0.18887805000000002
BTC/USD,1724720160000,62760.9,62760.9,62719.0,62719.0,1.8143871599999999
BTC/USD,1724720220000,62722.0,62759.7,62710.8,62710.8,10.810929529999997
BTC/USD,1724720280000,62710.8,62710.8,62664.1,62665.2,0.51001888
BTC/USD,1724720340000,62665.2,62672.3,62665.2,62672.2,0.12185505999999999
BTC/USD,1724720400000,62672.2,62710.8,62672.2,62710.7,0.19324412000000002
BTC/USD,1724720460000,62710.7,62800.9,62698.9,62763.4,1.0288811199999999
BTC/USD,1724720520000,62763.4,62807.6,62763.3,62807.6,0.12683112
BTC/USD,1724720580000,62807.6,62963.7,62807.6,62913.0,1.43246474
BTC/USD,1724720640000,62883.1,63033.4,62867.3,63027.7,2.18587944
BTC/USD,1724720700000,63027.7,63042.8,62980.8,63042.7,1.0963377700000003
BTC/USD,1724720760000,63042.8,63141.3,63042.8,63093.7,16.462915240000005
BTC/USD,1724720820000,63042.2,63042.2,63042.1,63042.2,0.00635452
BTC/USD,1724720880000,63042.2,63042.2,63017.8,63017.9,0.2625902699999999
BTC/USD,1724720940000,63017.8,63017.9,63017.8,63017.8,0.0075700499999999974
BTC/USD,1724721000000,63017.8,63017.9,63017.8,63017.8,0.03254526
BTC/USD,1724721060000,63017.8,63017.9,63017.8,63017.8,0.005185209999999999
BTC/USD,1724721120000,63017.8,63017.8,62934.6,62934.6,0.56666385
BTC/USD,1724721180000,62925.3,63066.1,62925.3,63056.2,0.83654022
BTC/USD,1724721240000,63056.3,63061.8,63035.2,63035.2,0.13155867
BTC/USD,1724721300000,63020.3,63020.3,62955.8,62987.8,0.07779314000000001
BTC/USD,1724721360000,62978.0,63027.1,62978.0,63011.4,0.08563366000000001
BTC/USD,1724721420000,63011.4,63081.4,63011.3,63081.2,1.08635598
BTC/USD,1724721480000,63068.5,63087.0,63068.5,63086.2,0.17762710999999998
BTC/USD,1724721540000,63086.3,63086.3,63065.5,63065.5,0.34448090000000003
BTC/USD,1724721600000,63065.5,63102.3,63065.5,63092.8,0.6801220999999998
BTC/USD,1724721660000,63075.4,63170.3,63075.4,63166.2,7.348585159999999
BTC/USD,1724721720000,63163.3,63163.3,63151.3,63162.1,0.18226404999999998
BTC/USD,1724721780000,63165.3,63178.7,63165.3,63171.1,0.51862125
BTC/USD,1724721840000,63171.4,63171.4,63119.9,63119.9,1.02716928
BTC/USD,1724721900000,63119.9,63124.0,63119.9,63123.9,0.10619778
BTC/USD,1724721960000,63124.0,63124.0,63123.9,63123.9,0.06800407
BTC/USD,1724722020000,63124.0,63124.5,63123.9,63124.5,0.0778591
BTC/USD,1724722080000,63124.5,63124.5,63124.4,63124.4,0.040291469999999996
BTC/USD,1724722140000,63124.5,63124.6,63124.5,63124.5,0.032484690000000004
BTC/USD,1724722200000,63124.5,63137.0,63124.5,63136.7,0.69814276
BTC/USD,1724722260000,63136.8,63159.0,63130.2,63130.2,1.3483654400000002
BTC/USD,1724722320000,63130.2,63171.2,63125.9,63139.6,1.599215209999999
BTC/USD,1724722380000,63142.5,63162.1,63142.5,63162.1,3.00683535
BTC/USD,1724722440000,63162.0,63162.0,63132.9,63155.9,1.3227916799999995
BTC/USD,1724722500000,63155.9,63162.1,63155.9,63162.0,0.02114981
BTC/USD,1724722560000,63162.1,63200.0,63162.0,63199.9,0.6813906300000001
BTC/USD,1724722620000,63168.1,63168.1,63130.5,63130.6,1.15381679
BTC/USD,1724722680000,63130.6,63130.6,63130.6,63130.6,0.0012894
BTC/USD,1724722740000,63130.6,63133.7,63124.5,63124.5,0.04127962000000001
BTC/USD,1724722800000,63124.5,63124.6,63124.5,63124.6,0.0030749
BTC/USD,1724722860000,63124.6,63124.6,63124.6,63124.6,0.11164987
BTC/USD,1724722920000,63124.6,63124.7,63124.6,63124.6,0.0073646499999999995
BTC/USD,1724722980000,63124.6,63124.6,63054.6,63054.6,1.8077307600000005
BTC/USD,1724723040000,63054.6,63054.6,63054.6,63054.6,0.38068546999999997
BTC/USD,1724723100000,63054.7,63079.1,63054.7,63079.1,0.07813897
BTC/USD,1724723160000,63079.0,63079.0,63045.4,63045.5,0.4862083999999999
BTC/USD,1724723220000,63045.4,63066.0,63045.4,63051.4,0.05936597
BTC/USD,1724723280000,63050.5,63050.5,63039.1,63048.9,0.5138204799999999
BTC/USD,1724723340000,63048.9,63059.3,63048.9,63056.4,0.03473955
BTC/USD,1724723400000,63056.4,63067.3,63056.4,63067.1,0.057525010000000015
BTC/USD,1724723460000,63067.1,63067.2,63067.1,63067.1,0.00891109
BTC/USD,1724723520000,63067.1,63067.2,63067.1,63067.2,0.00552825
BTC/USD,1724723580000,63067.2,63067.2,63067.1,63067.1,0.04763072
BTC/USD,1724723640000,63067.1,63067.1,63067.1,63067.1,0.00235878
BTC/USD,1724723700000,63067.1,63067.2,63067.1,63067.2,0.015563879999999999
BTC/USD,1724723760000,63067.2,63115.1,63067.2,63115.1,0.36056357
BTC/USD,1724723820000,63115.1,63115.1,63115.0,63115.1,0.00968393
BTC/USD,1724723880000,63115.0,63115.0,63115.0,63115.0,0.00157
BTC/USD,1724723940000,63115.0,63115.0,63059.0,63059.0,0.006756859999999999
BTC/USD,1724724000000,63059.0,63059.0,62999.8,63000.7,0.29668265000000005
BTC/USD,1724724060000,62995.7,62995.7,62971.5,62973.1,0.053876410000000007
BTC/USD,1724724120000,62973.1,62989.6,62973.1,62989.6,0.32954061000000007
BTC/USD,1724724180000,62989.6,62989.9,62989.5,62989.9,0.019291460000000003
BTC/USD,1724724240000,62989.9,63035.7,62989.9,63035.7,0.07096791000000001
BTC/USD,1724724300000,63035.7,63058.7,63035.7,63058.6,0.13715707999999996
BTC/USD,1724724360000,63057.9,63058.6,63024.2,63025.9,1.05102215
BTC/USD,1724724420000,63025.9,63026.0,63025.9,63026.0,0.04446834
BTC/USD,1724724480000,63026.0,63040.9,63026.0,63040.9,0.030898990000000008
BTC/USD,1724724540000,63040.8,63062.6,63040.8,63062.5,0.06680264
BTC/USD,1724724600000,63062.5,63062.6,63062.5,63062.5,0.29719102
BTC/USD,1724724660000,63062.6,63113.1,63062.6,63113.1,0.05496735999999999
BTC/USD,1724724720000,63113.1,63114.5,63113.1,63114.5,0.0015064100000000001
BTC/USD,1724724780000,63114.4,63129.4,63114.4,63129.4,0.037631740000000004
BTC/USD,1724724840000,63129.4,63129.6,63129.3,63129.6,0.010425570000000002
BTC/USD,1724724900000,63134.0,63139.9,63134.0,63139.9,0.009119630000000002
BTC/USD,1724724960000,63139.9,63180.0,63139.9,63180.0,0.07990382
BTC/USD,1724725020000,63179.9,63180.0,63159.1,63159.1,1.0825432300000002
BTC/USD,1724725080000,63159.1,63159.2,63159.1,63159.2,0.16452078
BTC/USD,1724725140000,63159.3,63159.3,63159.2,63159.3,0.013098480000000001
BTC/USD,1724725200000,63159.3,63181.0,63159.3,63181.0,0.1001222
BTC/USD,1724725260000,63180.9,63183.1,63149.4,63149.4,0.14508004000000002
BTC/USD,1724725320000,63149.4,63149.4,63128.2,63137.1,0.28944777
BTC/USD,1724725380000,63137.2,63137.2,63135.1,63135.2,0.09898473
BTC/USD,1724725440000,63130.1,63130.1,63115.4,63115.5,1.5072282100000003
BTC/USD,1724725500000,63115.5,63115.7,63115.5,63115.6,0.00330004
BTC/USD,1724725560000,63115.6,63115.7,63115.5,63115.5,0.01628048
BTC/USD,1724725620000,63115.6,63115.6,63091.8,63091.8,0.3498006599999999
BTC/USD,1724725680000,63091.9,63091.9,63090.2,63090.3,0.045092030000000005
BTC/USD,1724725740000,63086.9,63086.9,63086.9,63086.9,0.0017979100000000002
BTC/USD,1724725800000,63086.9,63086.9,63086.8,63086.8,0.06755066000000001
BTC/USD,1724725860000,63085.3,63085.3,63076.9,63076.9,1.0353393699999998
BTC/USD,1724725920000,63076.9,63076.9,63076.9,63076.9,0.00062477
BTC/USD,1724725980000,63076.9,63081.5,63076.9,63081.5,0.06181561000000001
BTC/USD,1724726040000,63081.5,63081.5,63081.4,63081.4,0.00353575
BTC/USD,1724726100000,63081.5,63081.5,63081.5,63081.5,0.002
BTC/USD,1724726160000,63086.9,63086.9,63086.9,63086.9,0.00115713
BTC/USD,1724726220000,63086.8,63086.8,63086.8,63086.8,0.13404352
BTC/USD,1724726280000,63086.9,63090.7,63086.9,63090.7,1.89984486
BTC/USD,1724726340000,63090.7,63106.6,63081.9,63081.9,0.4928043
BTC/USD,1724726460000,63081.9,63088.6,63081.9,63088.6,0.014172670000000002
BTC/USD,1724726520000,63084.6,63084.6,63080.0,63080.0,0.44207908999999995
BTC/USD,1724726580000,63077.4,63077.4,63025.9,63026.0,0.00269145
BTC/USD,1724726640000,63025.9,63025.9,62969.3,62969.3,0.018520209999999995
BTC/USD,1724726700000,62969.4,62969.4,62969.3,62969.3,0.0006929200000000001
BTC/USD,1724726760000,62965.0,62969.4,62965.0,62965.1,0.27679555
BTC/USD,1724726820000,62965.1,62965.1,62921.2,62921.3,0.19229250999999994
BTC/USD,1724726880000,62921.4,62941.9,62921.4,62941.9,0.14836196000000001
BTC/USD,1724726940000,62965.2,62979.8,62965.2,62972.6,0.11136659000000003
BTC/USD,1724727000000,62967.5,62967.5,62946.2,62946.2,0.01083627
BTC/USD,1724727060000,62946.3,62946.3,62946.2,62946.2,0.026172
BTC/USD,1724727120000,62946.3,62946.3,62946.2,62946.3,0.00561655
BTC/USD,1724727180000,62946.3,62946.3,62946.3,62946.3,0.01688702
BTC/USD,1724727240000,62946.3,62946.3,62946.2,62946.3,0.02231471
BTC/USD,1724727300000,62946.3,62946.4,62946.2,62946.3,0.05542777000000001
BTC/USD,1724727360000,62946.4,62946.4,62946.3,62946.3,0.00136973
BTC/USD,1724727420000,62946.4,62946.4,62946.3,62946.3,0.12279762000000001
BTC/USD,1724727480000,62946.4,62946.4,62946.3,62946.4,0.00139727
BTC/USD,1724727540000,62946.3,62946.4,62946.3,62946.4,0.031186639999999995
BTC/USD,1724727600000,62946.4,62946.4,62946.3,62946.3,0.02779209
BTC/USD,1724727660000,62946.3,62946.3,62828.2,62828.2,0.9133924799999998
BTC/USD,1724727720000,62828.2,62828.3,62828.2,62828.3,0.00103002
BTC/USD,1724727780000,62828.2,62878.7,62828.2,62878.7,0.21797592999999998
BTC/USD,1724727840000,62877.5,62877.5,62816.3,62816.4,0.13871864
BTC/USD,1724727900000,62816.4,62816.4,62816.3,62816.3,0.13176037000000002
BTC/USD,1724727960000,62816.4,62838.8,62816.4,62838.8,0.18129893
BTC/USD,1724728020000,62840.1,62840.9,62838.1,62840.8,0.046761540000000004
BTC/USD,1724728080000,62840.8,62840.8,62835.9,62835.9,0.003994510000000001
BTC/USD,1724728140000,62835.8,62835.8,62816.3,62816.3,0.00595963
BTC/USD,1724728200000,62816.3,62819.7,62816.3,62816.4,0.21976104000000005
BTC/USD,1724728260000,62816.3,62816.4,62816.3,62816.3,0.25883047
BTC/USD,1724728320000,62816.3,62816.3,62816.3,62816.3,0.00302001
BTC/USD,1724728380000,62816.3,62816.3,62793.7,62793.7,0.9389926500000001
BTC/USD,1724728440000,62793.8,62793.8,62751.2,62757.0,1.2717305900000002
BTC/USD,1724728500000,62758.5,62758.7,62758.5,62758.7,0.011719130000000001
BTC/USD,1724728560000,62758.7,62758.7,62758.7,62758.7,0.00086349
BTC/USD,1724728620000,62758.7,62817.4,62758.7,62817.3,0.06540889999999999
BTC/USD,1724728680000,62817.3,62817.4,62817.3,62817.4,0.0056003
BTC/USD,1724728740000,62817.3,62819.9,62817.3,62819.9,0.01192727
BTC/USD,1724728800000,62819.9,62819.9,62819.8,62819.8,0.026111099999999998
BTC/USD,1724728860000,62819.9,62819.9,62819.8,62819.8,0.033009
BTC/USD,1724728920000,62819.9,62829.8,62819.9,62826.5,0.06555282
BTC/USD,1724728980000,62826.5,62826.5,62826.5,62826.5,0.00232144
BTC/USD,1724729040000,62826.6,62826.6,62826.5,62826.5,0.00241304
BTC/USD,1724729100000,62826.5,62826.6,62821.5,62821.5,0.00362918
BTC/USD,1724729160000,62821.5,62826.7,62821.5,62826.7,0.03544849
BTC/USD,1724729220000,62833.3,62855.0,62833.3,62854.9,0.22015499000000005
BTC/USD,1724729280000,62854.9,62855.0,62854.9,62855.0,0.01375647
BTC/USD,1724729340000,62855.0,62886.9,62855.0,62886.9,0.01489909
BTC/USD,1724729400000,62886.9,62887.0,62886.9,62887.0,0.00392962
BTC/USD,1724729460000,62887.1,62887.3,62887.1,62887.3,0.007848850000000001
BTC/USD,1724729520000,62887.4,62892.5,62887.4,62887.5,0.145279
BTC/USD,1724729580000,62887.5,62887.6,62887.5,62887.6,0.00382871
BTC/USD,1724729640000,62887.5,62912.0,62887.5,62911.9,0.16172839
BTC/USD,1724729700000,62912.0,62913.7,62912.0,62913.7,0.01589484
BTC/USD,1724729760000,62913.7,62913.7,62913.6,62913.6,0.0122919
BTC/USD,1724729820000,62913.6,62946.4,62913.6,62946.4,0.61453691
BTC/USD,1724729880000,62946.4,62946.4,62946.3,62946.3,0.02918243
BTC/USD,1724729940000,62946.4,62946.4,62946.4,62946.4,0.01555763
BTC/USD,1724730000000,62946.4,62946.4,62946.4,62946.4,0.00745505
BTC/USD,1724730060000,62946.4,62946.4,62946.3,62946.4,0.007629119999999999
BTC/USD,1724730120000,62946.4,62946.4,62946.4,62946.4,0.0016986800000000002
BTC/USD,1724730180000,62946.4,62946.4,62946.3,62946.3,0.03224627
BTC/USD,1724730240000,62946.4,62946.4,62946.4,62946.4,0.0001
BTC/USD,1724730300000,62946.4,62946.4,62946.3,62946.3,0.004009
BTC/USD,1724730360000,62946.4,62946.4,62946.4,62946.4,0.03760854
BTC/USD,1724730420000,62946.4,62946.4,62946.3,62946.3,1.71346674
BTC/USD,1724730480000,62946.3,62946.4,62946.3,62946.4,0.0030502199999999998
BTC/USD,1724730540000,62946.3,62946.4,62946.3,62946.3,0.035911160000000004
BTC/USD,1724730600000,62946.4,62946.4,62946.4,62946.4,0.01230737
BTC/USD,1724730660000,62946.4,62946.4,62946.3,62946.3,0.02138027
BTC/USD,1724730720000,62946.4,62946.4,62946.3,62946.3,0.02976088
BTC/USD,1724730780000,62946.4,62946.4,62946.4,62946.4,0.01222541
BTC/USD,1724730840000,62946.4,62946.4,62946.4,62946.4,0.00657359
BTC/USD,1724730900000,62946.4,62946.4,62946.4,62946.4,0.00020149
BTC/USD,1724730960000,62946.3,62946.5,62946.3,62946.5,0.18274136000000007
BTC/USD,1724731020000,62946.5,62953.1,62946.4,62953.1,0.06392285000000002
BTC/USD,1724731080000,62953.1,62988.8,62953.1,62988.8,0.31066747999999994
BTC/USD,1724731140000,62988.7,62988.7,62988.7,62988.7,0.00074
BTC/USD,1724731200000,62988.1,62988.1,62983.8,62983.8,0.00540546
BTC/USD,1724731260000,62983.8,62983.8,62983.7,62983.7,0.30218478
BTC/USD,1724731320000,62983.7,62995.5,62983.7,62995.5,0.11350739000000001
BTC/USD,1724731380000,62995.4,62995.5,62966.3,62969.9,0.14100063000000002
BTC/USD,1724731440000,62969.8,62969.9,62969.8,62969.8,0.00768749
BTC/USD,1724731500000,62969.8,62969.9,62969.8,62969.9,0.78605945
BTC/USD,1724731560000,62969.9,62969.9,62969.8,62969.8,0.01653261
BTC/USD,1724731620000,62969.9,62969.9,62969.8,62969.9,0.10211548
BTC/USD,1724731680000,62969.9,62970.0,62969.9,62970.0,0.010218010000000001
BTC/USD,1724731740000,62970.0,62970.3,62970.0,62970.3,0.10116083000000001
BTC/USD,1724731800000,62970.3,63000.0,62959.3,62962.9,0.5016272399999999
BTC/USD,1724731860000,62962.9,62984.4,62962.9,62980.6,0.2983057499999999
BTC/USD,1724731920000,62980.7,62980.7,62980.7,62980.7,0.00178912
BTC/USD,1724731980000,62980.7,62980.7,62980.6,62980.7,0.009428720000000002
BTC/USD,1724732040000,62980.6,62980.7,62980.6,62980.7,0.07266579
BTC/USD,1724732100000,62975.6,62975.7,62975.6,62975.7,0.00136439
BTC/USD,1724732160000,62975.7,62975.7,62946.4,62946.5,0.061454079999999994
BTC/USD,1724732220000,62946.4,62946.5,62946.4,62946.5,0.16140762
BTC/USD,1724732280000,62946.4,62946.6,62946.4,62946.6,0.04286193
BTC/USD,1724732340000,62946.5,62946.5,62946.5,62946.5,0.00260662
BTC/USD,1724732400000,62946.4,62946.5,62946.4,62946.5,2.1635361399999997
BTC/USD,1724732460000,62946.5,62946.9,62946.4,62946.9,0.04111079
BTC/USD,1724732520000,62946.8,62953.4,62946.8,62953.3,1.7470696199999998
BTC/USD,1724732580000,62953.4,62953.4,62953.3,62953.4,0.00593216
BTC/USD,1724732640000,62953.4,62953.4,62953.3,62953.3,0.026679699999999997
BTC/USD,1724732700000,62953.3,62953.4,62953.3,62953.3,0.012438729999999999
BTC/USD,1724732760000,62953.3,62953.4,62953.3,62953.3,0.0014885999999999999
BTC/USD,1724732820000,62953.3,62953.4,62953.3,62953.4,0.02578764
BTC/USD,1724732880000,62953.4,62953.4,62953.4,62953.4,0.010230050000000001
BTC/USD,1724732940000,62953.4,62953.4,62953.3,62953.4,0.015938820000000003
BTC/USD,1724733000000,62953.4,62953.4,62953.4,62953.4,0.00328097
BTC/USD,1724733060000,62953.3,62953.3,62946.4,62946.4,0.10484125000000002
BTC/USD,1724733120000,62946.4,62946.5,62946.4,62946.4,0.00083091
BTC/USD,1724733180000,62946.4,62946.4,62946.4,62946.4,0.00021571
BTC/USD,1724733240000,62946.4,62946.6,62946.4,62946.5,0.008949170000000001
BTC/USD,1724733300000,62946.6,62953.2,62946.5,62953.1,0.10713130999999998
BTC/USD,1724733360000,62953.1,62953.2,62953.1,62953.2,0.03960145
BTC/USD,1724733420000,62953.1,62977.9,62953.1,62977.9,0.22133241
BTC/USD,1724733480000,63000.0,63000.0,62999.9,63000.0,0.21472869000000003
BTC/USD,1724733540000,63000.0,63017.9,62999.9,63017.9,0.5980749
BTC/USD,1724733600000,63017.8,63017.9,63017.8,63017.8,0.011853530000000001
BTC/USD,1724733660000,63017.9,63018.9,63017.9,63018.9,0.04762293000000001
BTC/USD,1724733720000,63018.8,63026.6,63018.8,63026.6,0.12568081000000003
BTC/USD,1724733780000,63026.6,63039.9,63026.6,63039.9,0.020040590000000004
BTC/USD,1724733840000,63039.9,63039.9,63039.9,63039.9,0.00039657
BTC/USD,1724733900000,63039.8,63039.8,63039.8,63039.8,0.00031118
BTC/USD,1724733960000,63039.9,63052.4,63039.9,63052.3,0.024764300000000003
BTC/USD,1724734020000,63052.4,63052.4,63052.4,63052.4,0.00103388
BTC/USD,1724734080000,63052.3,63052.4,63052.3,63052.4,0.048506400000000005
BTC/USD,1724734140000,63052.4,63055.2,63052.4,63055.2,0.011016650000000001
BTC/USD,1724734200000,63055.2,63059.1,63055.2,63059.1,0.00461841
BTC/USD,1724734260000,63059.0,63059.0,63059.0,63059.0,0.021091040000000002
BTC/USD,1724734320000,63059.1,63059.1,63059.0,63059.0,0.20105237
BTC/USD,1724734380000,63059.0,63059.1,63047.5,63047.5,1.0105667799999998
BTC/USD,1724734440000,63049.5,63049.5,63049.4,63049.4,0.00083069
BTC/USD,1724734500000,63049.4,63069.2,63049.4,63067.4,0.0380777
BTC/USD,1724734560000,63067.4,63067.4,63062.4,63062.5,0.20169505
BTC/USD,1724734620000,63047.4,63047.4,63035.3,63035.3,0.22557352
BTC/USD,1724734680000,63034.8,63053.7,63034.8,63053.7,0.06654331000000001
BTC/USD,1724734740000,63048.8,63048.8,63046.3,63046.3,0.00121696
BTC/USD,1724734800000,63044.3,63044.5,63044.3,63044.5,0.0031110599999999997
BTC/USD,1724734860000,63044.5,63044.8,63044.5,63044.8,1.22305996
BTC/USD,1724734920000,63044.8,63044.8,63044.7,63044.8,0.0038496999999999997
BTC/USD,1724734980000,63044.7,63051.0,63044.7,63050.9,0.00738285
BTC/USD,1724735100000,63050.9,63050.9,63050.9,63050.9,0.8356742799999999
BTC/USD,1724735160000,63051.0,63072.4,63051.0,63072.2,0.22255150999999998
BTC/USD,1724735220000,63072.2,63078.9,63072.1,63077.3,0.02141701
BTC/USD,1724735280000,63077.4,63085.0,63077.4,63085.0,0.14625332
BTC/USD,1724735340000,63084.9,63085.0,63084.9,63085.0,0.034428780000000006
BTC/USD,1724735400000,63084.9,63085.0,63084.9,63085.0,0.000793
BTC/USD,1724735460000,63085.0,63085.1,63084.9,63085.1,0.34768533
BTC/USD,1724735520000,63089.9,63130.1,63089.9,63116.5,0.10768434999999998
BTC/USD,1724735580000,63116.5,63116.5,63116.5,63116.5,0.01898135
BTC/USD,1724735640000,63116.5,63116.5,63092.8,63092.8,0.15262982
BTC/USD,1724735700000,63091.3,63119.9,63091.3,63119.9,0.047279800000000004
BTC/USD,1724735760000,63113.2,63113.2,63105.4,63105.4,0.00780713
BTC/USD,1724735820000,63105.3,63119.9,63105.3,63119.9,0.13715871000000002
BTC/USD,1724735880000,63119.9,63119.9,63116.0,63118.6,0.10803896
BTC/USD,1724735940000,63118.6,63119.9,63118.6,63119.9,0.050405939999999996
BTC/USD,1724736000000,63119.9,63123.3,63119.8,63123.3,0.13796048000000002
BTC/USD,1724736060000,63123.2,63123.3,63123.2,63123.3,0.03189857
BTC/USD,1724736120000,63123.2,63123.3,63123.2,63123.2,0.34543477
BTC/USD,1724736180000,63123.2,63133.7,63123.2,63133.7,1.5534692799999998
BTC/USD,1724736240000,63133.1,63133.6,63125.9,63125.9,0.09975387000000001
BTC/USD,1724736300000,63125.8,63126.0,63125.8,63126.0,0.009234399999999999
BTC/USD,1724736360000,63126.3,63133.7,63126.3,63133.7,0.05388159
BTC/USD,1724736420000,63133.7,63133.7,63133.6,63133.6,0.016035
BTC/USD,1724736480000,63133.6,63133.6,63133.6,63133.6,0.00023301
BTC/USD,1724736540000,63133.7,63133.7,63133.6,63133.7,0.01845601
BTC/USD,1724736600000,63133.7,63133.7,63133.6,63133.7,0.06870044
BTC/USD,1724736660000,63133.6,63133.7,63133.6,63133.7,0.054853349999999995
BTC/USD,1724736780000,63133.7,63133.7,63133.7,63133.7,0.00084599
BTC/USD,1724736840000,63133.7,63133.7,63133.7,63133.7,0.50581881
BTC/USD,1724736900000,63133.7,63139.4,63133.7,63139.4,1.3343392399999996
BTC/USD,1724736960000,63139.4,63141.3,63139.4,63141.2,0.37973277000000005
BTC/USD,1724737020000,63141.3,63171.4,63141.3,63171.3,0.31810755
BTC/USD,1724737080000,63171.3,63200.0,63171.3,63179.0,1.6630782600000003
BTC/USD,1724737140000,63171.4,63179.3,63142.9,63149.9,0.22887052999999996
BTC/USD,1724737200000,63139.4,63139.4,63131.5,63138.0,0.013141400000000001
BTC/USD,1724737260000,63133.0,63139.4,63130.0,63139.3,0.25368837
BTC/USD,1724737320000,63139.4,63139.4,63139.4,63139.4,0.01509709
BTC/USD,1724737380000,63139.4,63139.4,63139.4,63139.4,0.01654415
BTC/USD,1724737440000,63139.3,63139.4,63139.3,63139.4,0.00625141
BTC/USD,1724737500000,63139.4,63139.4,63139.4,63139.4,0.0059505899999999995
BTC/USD,1724737560000,63139.4,63139.4,63139.3,63139.3,0.11017696
BTC/USD,1724737620000,63139.3,63139.4,63139.3,63139.4,0.0073725100000000005
BTC/USD,1724737680000,63139.4,63139.4,63139.4,63139.4,0.01108069
